1839.32	1931.16
1763.45	1919.36
1834.13	1917.71
1809.77	1934.86
1761.19	1929.91
1804.8	1948.29
1801.57	1929.9
1801.33	1944.29
1750.55	1938.83
1822.58	1894.73
1820.43	1914.88
1812.61	1971.65
1797.42	1951.07
1767.09	1966.42
1809.27	1965.24
1834.5	1926.41
1768.85	1896.43
1763.36	1968.02
1807.1	1949.22
1777.46	1953.95
1822.45	1944.75
1762.34	1902.1


1839.32	1931.16
1773.17	1917.11
1782.41	1924.09
1768.72	1923.67
1763.45	1919.36
1764.38	1910.21
1834.13	1917.71
1809.77	1934.86
1773.67	1927.97
1761.19	1929.91
1801.57	1929.9
1801.33	1944.29
1842.84	1913.84
1838.06	1890.59
1841.5	1903.32
1829.38	1890.05
1804.63	1873.98
1782.46	1883.03
1799.33	1921.98
1852.41	1909.65
1790.93	1984.68
1834.43	1898.64
1783.75	1871.53
1851.98	1918.07
1736.81	1915.77
1752.98	1916.14
1859.38	1924.06
1750.55	1938.83
1779.94	1972.8
1744.48	1924.01
1822.58	1894.73
1786.46	1967.51
1738.22	1926.78
1820.43	1914.88
1846.27	1894.3
1812.61	1971.65
1797.42	1951.07
1775.86	1978.95
1740.35	1923.57
1823.15	1931.31
1767.09	1966.42
1809.27	1965.24
1851.13	1902.09
1735.94	1927.8
1852.98	1959.77
1834.5	1926.41
1768.85	1896.43
1763.36	1968.02
1763.39	1888.52
1821.32	1960.3
1809.01	1980.02
1807.1	1949.22
1777.46	1953.95
1822.45	1944.75
1799.89	1995.22
1824.8	1976.35
1821.3	1927.81
1762.34	1902.1
1820.24	1961.74
1754.27	1896.38
1803.45	1964.69
1759.32	1885.44
1810.43	1876.43
1767.08	1972.74
1836.65	1976.89
